Id,Hazard
6,24.70083796718235
7,39.65407006155327
8,39.163180300923464
9,35.50284142342201
10,41.14922596806973
11,45.5963043877778
13,45.65984182831326
14,42.658748550484844
16,45.9531415362295
17,43.75930425711062
18,50.748570327499756
20,51.8702560987812
27,41.214620507588926
28,33.21265868493289
29,46.39223753918341
30,49.87150345377433
34,39.030225271802465
35,39.93823635843561
36,41.67812866120871
37,34.33869797822843
38,41.236579424405036
40,38.335572581077685
42,46.72432462351504
46,39.86968883782808
47,33.719211797328946
48,41.51605832552639
49,42.4758360739419
51,52.09569759310936
52,38.72349950973703
53,39.937334109134085
54,39.31771471378284
55,40.149311671869846
56,41.2225410440539
57,38.71568952661264
60,59.15419023153976
61,69.96869947178284
64,55.55845799203873
65,34.759755103047574
66,36.88777238293622
68,40.391368471460325
70,40.78221938140618
71,42.708160994893476
75,31.44441541843003
76,59.72964773143727
78,40.67252469751457
80,50.56247271672254
81,38.760248792610376
82,38.57365975937952
83,39.727452426908414
85,43.23228168070038
86,40.685141182460036
87,44.9166284368466
89,46.134416131935254
90,45.77249194349501
91,41.37361341880477
92,45.32232850658826
95,41.402501883488604
97,56.77444383831484
99,43.60266692138102
101,45.42204450644407
102,41.38434607197227
103,35.828867402275144
104,48.82541597963449
107,40.631107813183235
108,34.15266845556387
111,37.77113637585745
112,39.018416118139776
115,43.559574082146824
119,39.840816941536374
121,41.116366560871114
124,49.169146904703524
128,54.246160267967866
130,40.920426849712825
131,39.162515595419826
133,43.69928122019425
134,58.52765354216643
137,33.12273834575792
138,33.58315549787935
142,40.12477717558915
143,39.47740206459218
144,40.40802335279215
145,37.558216438327676
147,45.27200366971918
148,45.55590590377281
152,48.90048776495093
154,52.11279129208767
158,41.51672869168268
159,47.03863297640114
160,42.24964939177425
161,42.48598542461889
164,43.307274131906674
165,46.65132920636433
166,37.88273242746073
167,42.629769181271094
169,39.70347240840663
170,44.70721318298641
171,53.47061205152799
175,40.39801432827631
177,40.55217746307731
178,40.00941259828516
180,38.81058070576111
182,35.461508610749
184,34.984830991001424
185,55.343694930351525
186,45.15777672254809
190,46.859088050374574
191,39.465544017057454
192,39.50707588755878
195,45.29646825511758
196,51.10862312616783
197,40.80338153751991
198,41.109806150030124
199,53.157423065142545
200,43.467589447737396
204,43.417967844638284
205,38.768460691489125
207,39.69775486082385
208,42.90103700416143
209,58.827568465613716
211,46.920008927948096
216,42.41959049419901
217,41.96806660283655
220,33.22672553357499
223,36.497328866669164
224,41.051661321766424
230,41.97462039833659
232,38.873043828514305
235,42.44510003568084
236,35.27655724258888
238,39.44882984056958
240,41.91364375939615
242,39.562668637489494
244,33.81103900087044
245,33.65559315118918
248,38.466093868535566
251,46.306741171900114
256,42.02052268010496
258,44.43989181661306
259,41.32414365680735
261,35.953962633173695
267,40.19317968844817
268,39.95638800412827
270,48.52225140390267
272,59.34907950364797
273,42.22353116785015
275,35.01029557865505
276,48.14959500461067
277,52.77100423398509
279,43.700651400942704
283,52.62656751648954
284,45.921717521195575
286,39.9147896335135
287,54.97406710556159
288,40.03661783920872
289,40.15231301490501
292,33.01583069795121
293,35.772650728406404
295,52.22086845362554
297,49.775269523046546
301,39.23670080239141
303,46.12141778886473
304,39.56407830563952
305,47.68229525027844
308,44.07430819949892
309,40.14504467434042
313,35.458454431624816
314,35.732183966298386
315,37.97462798313748
316,33.48929837430484
318,38.70517474202703
320,37.65298434153492
324,46.322430872121174
325,40.28726153088484
326,45.19800628461838
327,38.078265717776105
328,34.01411695987181
332,34.43335951720557
333,59.245970392783356
336,46.48810222828325
339,39.67742207322684
340,47.271188117604794
342,44.27224717416261
344,37.94868123739996
345,39.79393783989905
346,39.42563749979123
349,36.232467958186675
353,41.582728528170264
355,45.92761855269719
360,41.34559805464336
363,53.46811466286793
366,45.24325504071592
367,41.74667277175631
369,45.111760179459274
371,40.89241503179431
372,41.61943063513953
374,44.327255919494185
375,41.239383024511916
378,47.34621203904863
379,47.470347639386304
381,43.66095731068207
382,39.75423538068587
384,41.38515198444221
385,46.16309052127505
387,41.43202280485366
388,39.76816991180741
389,58.83029278914949
390,44.5935112062082
393,34.73028680320202
394,58.84920495646311
395,41.492588259651484
397,40.09106337528774
398,58.67372667593363
399,39.51190841263299
403,40.42475669795391
404,39.858224002257934
406,40.07111117743738
407,38.49718218058025
410,47.10033322094471
411,44.98561250690257
412,45.39074692159938
413,64.96435299416063
417,39.76785561958999
419,50.43569442081535
422,39.2241406126787
425,41.506459759122
426,37.43343793730735
427,41.17893186380146
432,42.7005439438548
434,41.96226755073977
437,46.53401504862777
438,67.51337015410368
440,41.92891345093286
441,45.69730162459617
443,46.24323356405492
445,40.34592114624045
447,49.40323128347903
449,41.84027872285154
450,46.45904899934647
451,43.103243218842906
453,37.83687018489411
455,41.235424395408124
456,45.39630272392646
459,54.16327568019967
461,35.81343151817371
463,46.825333635562615
466,51.21473031969167
467,39.57423601648928
469,41.609799591551315
470,41.60051148713578
472,57.04685791905367
477,40.66670571814319
481,54.23455655101228
485,33.779738527576875
492,45.27902033201063
494,33.00002006740248
497,33.86358113772476
503,39.59804627094804
504,35.2729407086524
507,42.186252380119406
509,40.684866936738324
511,40.53243686031194
512,47.979723166175305
513,41.31653758810259
516,36.6073360399539
517,46.27152592506169
518,43.49092426821809
522,45.85125287502567
525,46.07059082206127
526,44.12795125666796
527,54.416004847208484
529,34.637830043888236
534,41.60864344291669
538,40.490287661437456
540,40.015795253632795
541,43.532970402754785
542,34.41695519975777
543,50.89636970487361
544,39.56818064258927
546,40.324858751964484
547,51.73047210900208
550,40.9990771438048
554,33.69089150162419
556,46.60309265299829
558,33.35303359231017
559,35.17697356595813
560,43.14823978502988
564,35.8669929128387
565,40.94234062413611
566,39.86989104515096
567,42.72753758369234
568,35.20096663938004
570,39.900962094541185
571,42.56282826267968
575,44.64696634114728
576,41.54085546371179
585,42.27646339702616
586,40.32753134700044
589,39.6090044366007
590,42.53662468625654
591,50.614552759215
593,39.951629040696616
594,38.297810993838524
595,45.39914906576905
596,43.297037905994614
597,37.612536177864555
598,43.90086387188107
599,52.53035647891383
600,40.82463812358012
601,39.25218432588218
609,56.815719375882594
613,39.76278477537333
619,63.50436824567386
620,41.186200719578274
621,46.287613693139036
622,41.42284213221503
623,50.26613524448963
625,39.13234009861863
626,41.11766107302274
628,44.83905994242652
629,43.17319241126707
633,39.169416417761774
634,44.10147734924207
635,55.22390103254344
636,36.2293763229201
637,31.74868845861191
638,51.53732575387041
639,57.16416342927011
640,57.627043681096346
643,40.47995615201972
645,40.151224814795896
646,42.57735474903879
647,54.035800785842966
649,41.27579310262622
650,39.763932530298966
654,37.97808760827814
656,45.87238343470241
657,44.557170362123955
661,46.14132417811372
662,35.82614373971266
663,45.79401638873695
664,43.29349053760898
667,40.150391665531295
668,49.6924012364417
672,44.415203025485276
673,39.61778097554454
675,38.8176562618224
676,40.088666596368135
677,40.06835455046501
678,35.38605337820279
679,40.96614601171587
682,47.0559786209653
684,44.77122284545116
686,41.77466793709388
687,66.03022275473582
688,43.70301117057541
689,45.23479688624778
690,48.22872307369667
691,52.88399292551353
693,63.15600978484208
694,41.66458975748887
695,40.30087981787865
696,47.250253023783344
699,38.78226853401572
702,42.1634246890245
703,41.83545417653145
704,40.41577924090762
705,41.50993292701957
708,47.340053492943234
709,40.163963305706176
710,58.90609830809726
711,51.3966334799005
712,47.88489381774236
713,41.49707784619441
714,49.73097242660204
724,42.951773315448
725,40.485581702679376
727,44.52351092982637
729,41.83256850609103
731,34.96520444801268
732,41.68138865224853
735,54.181614376164816
736,39.71711904250833
738,40.79743109073606
739,41.34385249928365
741,33.73621887207874
744,41.489008322695916
745,50.11319643609995
749,39.74144242524992
750,34.21643335344517
753,48.56204837449436
754,42.40120796760377
756,37.53752423526165
759,42.249499443233596
763,46.13001776932663
764,31.763963792748275
765,40.39779697317437
770,44.81978829885204
773,44.30158845180763
774,57.55400862706184
778,61.266426651794745
780,33.046865425054136
781,41.08397842484926
783,69.63986365137949
784,46.57893007617579
790,49.673433812613666
791,37.270287072343834
792,39.74598616014577
793,41.272142853283974
794,33.263037013442336
795,43.71392848247791
796,35.65372612850879
801,46.53025100307559
802,45.2279787963781
805,80.83440517266688
808,46.4490784973446
809,33.149797400182926
813,41.72787748358732
814,33.19352525242889
815,42.09768634398913
816,40.23319954447565
817,45.6179938254254
821,41.51961483088843
822,53.521058236076705
823,41.53707536467555
825,39.73077353901798
826,35.17149124790507
830,39.90084493786946
832,39.50905852684733
833,42.28038345028465
835,38.87540108724776
837,44.297365267855014
838,42.43813787164471
839,38.610714872372576
841,56.441256265539316
842,47.31824836611389
844,53.15005017471524
853,42.257709188947324
855,35.3571906762853
